ID,Name,SMILES,LogS,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,IsAmide
C-2105,"3-(1-aziridinyl)-4,6-dinitro-(n-ethyl)benzamide",CCNC(=O)C1=CC(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)N2CC2,-3.13,280.24,1.0727,69.971,20,6,1,9,5,106,1,1,1,2,118.39,True
C-2107,4-benzoylaminophenyl  acetate;  acetic acid 4-benzoylaminophenyl ester,CC(=O)OC1=CC=C(NC(=O)C2=CC=CC=C2)C=C1,-4.14,255.273,2.8642,72.1462,19,3,1,4,3,96,2,0,0,2,55.4,True
C-2115,ibuprofen ester iic; n-methyl-n-[2-(2'-(4''-isobutylphenyl)propanoyloxy)acetyl]glycineamide,CC(C)CC1=CC=C(C=C1)C(C)C(=O)OCC(=O)N(C)CC(N)=O,-3.41,334.416,1.47549999999999,91.1894,24,4,1,6,8,132,1,0,0,1,89.7,True
C-2118,tropicamide,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,-1.7,284.359,2.2062,81.5968,21,3,1,4,6,110,2,0,0,2,53.43,True
C-2125,"(-)-(r)-1,2-bis(2,6-dioxopiperazin-4-yl)propane;  nsc-129943;  icrf 159;  razoxane (+/-)",CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,-1.27,268.272999999999,-2.70829999999999,63.7744,19,6,2,8,3,104,0,2,2,2,98.82,True
C-2131,"3-(1-aziridinyl)-4,6-dinitro-(n-propyl)benzamide",CCCNC(=O)C1=CC(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)N2CC2,-3.89,294.267,1.46279999999999,74.588,21,6,1,9,6,112,1,1,1,2,118.39,True
C-2137,cephradine,CC1=C(N2C(SC1)C(NC(=O)C(N)C3=CCC=CC3)C2=O)C(O)=O,-1.22,349.412,0.3486,89.7909,24,5,3,8,4,128,0,1,3,3,112.73,True
C-2139,"3-(1-aziridinyl)-4,6-dinitro-(n-isopropyl)benzamide",CC(C)NC(=O)C1=CC(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)N2CC2,-3.5,294.267,1.46119999999999,74.566,21,6,1,9,5,112,1,1,1,2,118.39,True
C-2148,nifurtoinol;  3-(hydroxymethyl)nitrofurantoin,OCN1C(=O)CN(/N=C/C2=CC=C(O2)[N+]([O-])=O)C1=O,-2.91,268.185,-0.2643,58.9902,19,7,1,10,4,100,1,1,1,2,129.49,True
C-2169,"3-(aziridin-1-yl)-4,6-dinitro-n-(isobutyl)benzamide",CC(C)CNC(=O)C1=CC(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)N2CC2,-3.85,308.294,1.70879999999999,79.135,22,6,1,9,6,118,1,1,1,2,118.39,True
C-2190,"3-(aziridin-1-yl)-4,6-dinitro-n-(tert-butyl)benzamide",CC(C)(C)NC(=O)C1=CC(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)N2CC2,-3.17,308.294,1.8513,79.183,22,6,1,9,4,118,1,1,1,2,118.39,True
C-2197,"3-(aziridin-1-yl)-4,6-dinitro-n,n-(diethyl)benzamide",CCN(CC)C(=O)C1=CC(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)N2CC2,-2.59,308.294,1.80499999999999,79.2153,22,6,0,9,6,118,1,1,1,2,109.6,True
C-2199,(+)-pancratistatin,OC1C(O)C(O)C2C(NC(=O)C3=C(O)C4=C(OCO4)C=C23)C1O,-3.8,325.272999999999,-2.2263,72.2522,23,8,6,9,0,124,1,1,3,4,148.709999999999,True
C-2206,"5-creatinylamido-2-sulfamoyl-1,3,4-thiadiazole",CN(CC(=O)NC1=NN=C(S1)[S](N)(=O)=O)C(N)=N,-1.14,293.334,-2.05072999999999,64.456,18,7,4,12,4,100,1,0,0,1,168.15,True
C-2212,"1-[3-(aziridin-1-yl)-4,6-dinitrobenzoyl]piperidine",[O-][N+](=O)C1=C(C=C(C(=O)N2CCCCC2)C(=C1)[N+]([O-])=O)N3CC3,-3.17,320.305,1.94909999999999,81.7183,23,6,0,9,4,122,1,2,2,3,109.6,True
C-2220,"n-[3-(aziridin-1-yl)-4,6-dinitrobenzoyl]morpholine",[O-][N+](=O)C1=C(C=C(C(=O)N2CCOCC2)C(=C1)[N+]([O-])=O)N3CC3,-2.89,322.277,0.795399999999999,78.6863,23,7,0,10,4,122,1,2,2,3,118.83,True
C-2240,3-(hydroxymethyl)phenytoin,OCN1C(=O)NC(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3,-3.3,282.299,1.43179999999999,76.1275,21,3,2,5,3,106,2,1,1,3,69.64,True
C-2290,acetic acid 4-(4-acetylaminobenzoylamino)phenyl ester,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=C(OC(C)=O)C=C2,-4.41,312.325,2.8226,86.4499,23,4,2,6,4,118,2,0,0,2,84.5,True
C-2294,ampicillin,CC1(C)SC2C(NC(=O)C(N)C3=CC=CC=C3)C(=O)N2C1C(O)=O,-1.99,349.412,0.3181,89.0289,24,5,3,8,4,128,1,2,2,3,112.729999999999,True
C-2299,cephalexin,CC1=C(N2C(SC1)C(NC(=O)C(N)C3=CC=CC=C3)C2=O)C(O)=O,-1.58,347.396,0.444899999999998,88.7289,24,5,3,8,4,126,1,1,2,3,112.73,True
C-2300,n4-acetylsulfadiazine,CC(=O)NC1=CC=C(C=C1)[S](=O)(=O)NC2=NC=CC=N2,-3.59,292.32,1.23579999999999,73.5862,20,5,2,8,4,104,2,0,0,2,101.05,True
C-2304,imazaquine,CC(C)C1(C)N=C(NC1=O)C2=NC3=C(C=CC=C3)C=C2C(O)=O,-3.72,311.341,2.2241,86.625,23,4,2,6,3,118,2,0,1,3,91.65,True
C-2318,n-benzoyl-o-acetyl-l-tyrosinamide,CC(=O)OC1=CC=C(CC(NC(=O)C2=CC=CC=C2)C(N)=O)C=C1,-3.89,326.352,1.43829999999999,88.3456,24,4,2,6,6,124,2,0,0,2,98.49,True
C-2321,"3-[2-(n-methylguanidino)-acetylamino]-n-(5-sulfamoyl-[1,3,4]thiadiazol-2-yl)propionamide",CN(CC(=O)NCCC(=O)NC1=NN=C(S1)[S](N)(=O)=O)C(N)=N,-1.13,364.413,-2.54442999999999,82.0827,23,8,5,14,7,128,1,0,0,1,197.25,True
C-2330,nitrofuranylamide derivative (lee 952);  n-methyl-n-[4-(2-morpholin-4-ylethoxy)benzyl]-5-nitro-2-furamide,CN(CC1=CC=C(OCCN2CCOCC2)C=C1)C(=O)C3=CC=C(O3)[N+]([O-])=O,-2.29,389.408,2.17099999999999,100.3559,28,7,0,9,8,150,2,1,1,3,98.2899999999999,True
C-2334,2-(n4-acetyl)sulfathiazole,CC(=O)NC1=CC=C(C=C1)[S](=O)(=O)NC2=NC=CS2,-3.43,297.361,1.90229999999999,73.6682,19,5,2,8,4,100,2,0,0,2,88.16,True
C-2339,"entacapone analog (2a);  (e)-2-cyano-n,n-diethyl-3-[3-n-ethylcarbamoyloxy-4-hydroxy-5-nitrophenyl]propenamide",CCNC(=O)OC1=C(O)C(=CC(=C1)\C=C(C#N)/C(=O)N(CC)CC)[N+]([O-])=O,-3.18,376.369,2.18408,95.9799,27,7,2,10,7,144,1,0,0,1,145.799999999999,True
C-2344,amoxicillin,CC1(C)SC2C(NC(=O)C(N)C3=CC=C(O)C=C3)C(=O)N2C1C(O)=O,-2.17,365.411,0.0236999999999995,90.6937,25,6,4,9,4,134,1,2,2,3,132.96,True
C-2346,"4-(4-bromo-2-fluorophenylamino)-5-fluoro-1-methyl-6-oxo-1,6-dihydropyridine-3-carboxamide",CN1C=C(C(N)=O)C(=C(F)C1=O)NC2=C(F)C=C(Br)C=C2,-4.14,358.142,2.2685,77.5416,21,4,2,8,3,110,2,0,0,2,77.12,True
C-2351,"theophyllin-7-ylmethyl 3-(n,n-diethylcarbamoyl)propionate; n,n-diethylsuccinamic acid theophyllin-7-ylmethyl ester",CCN(CC)C(=O)CCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.14,365.39,-0.416999999999998,93.469,26,9,0,10,7,142,2,0,0,2,108.43,True
C-2376,brucine * 4 h2o,COC1=CC2=C(C=C1OC)C34CCN5CC6=CCOC7CC(=O)N2C3C7C6CC45,-2.79,394.471,2.1097,106.513,29,5,0,6,2,152,1,4,6,7,51.24,True
C-2384,sulfaproxyline,CC(C)OC1=CC=C(C=C1)C(=O)N[S](=O)(=O)C2=CC=C(N)C=C2,-4.3,334.397,2.1747,87.7124,23,5,2,7,5,122,2,0,0,2,98.49,True
C-2392,"acetrizoic  acid;  3-acetylamino-2,4,6-triiodobenzoic  acid",CC(=O)NC1=C(I)C=C(I)C(=C1I)C(O)=O,-2.64,556.863,3.157,85.856,16,2,2,7,2,86,1,0,0,1,66.4,True
C-2401,cefroxadine,COC1=C(N2C(SC1)C(NC(=O)C(N)C3=CCC=CC3)C2=O)C(O)=O,-1.89,365.411,-0.0673999999999995,91.1259,25,6,3,9,5,134,0,1,3,3,121.96,True
C-2403,"1-(methylaminoacetylamino)-3-chloro-4,6-disulfamoylbenzene; n-(5-chloro-2,4-disulfamoylphenyl)-2-(methylamino)acetamide",CNCC(=O)NC1=C(C=C(C(=C1)Cl)[S](N)(=O)=O)[S](N)(=O)=O,-1.27,356.813,-1.20729999999999,76.7548,21,6,4,12,5,118,1,0,0,1,161.45,True
C-2408,n4-acetyl-n1-(1-ethyl-2-oxopyrimidin-4-yl)sulfanilamide; 4-(n4-acetylsulfanilamido)-1-ethyl-1h-pyrimidin-2-one; n4-acetylsulfacytine,CCN1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(NC(C)=O)C=C2,-2.71,336.373,1.02239999999999,85.7252,23,6,2,9,5,122,2,0,0,2,110.16,True
C-2409,"n4-acetylsulfaethidole; 2-(n4-acetylsulfa)-5-ethyl-1,3,4-thiadiazole",CCC1=NN=C(N[S](=O)(=O)C2=CC=C(NC(C)=O)C=C2)S1,-3.4,326.403,1.8597,80.8412,21,6,2,9,5,112,2,0,0,2,101.05,True
C-2411,"4-(4-bromo-2-fluorophenylamino)-1,5-dimethyl-6-oxo-1,6-dihydropyridine-3-carboxylic acid methoxyamide",CONC(=O)C1=CN(C)C(=O)C(=C1NC2=CC=C(Br)C=C2F)C,-3.28,384.205,2.63012,88.2779,23,5,2,8,4,122,2,0,0,2,72.36,True
C-2423,n3-[(3-hydroxy-2-hydroxymethyl)propanoyloxymethyl]phenytoin,OCC(CO)C(=O)OCN1C(=O)NC(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3,-2.21,384.388,0.583499999999999,97.6623,28,6,3,8,7,146,2,1,1,3,116.169999999999,True
C-2425,"ketoprofen,  ester 4c; n-methyl-n-[2-(2'-(3''-benzoyl-phenyl)propanoyloxy)acetyl]glycineamide",CC(C(=O)OCC(=O)N(C)CC(N)=O)C1=CC(=CC=C1)C(=O)C2=CC=CC=C2,-2.42,382.416,1.508,102.5219,28,5,1,7,8,146,2,0,0,2,106.77,True
C-2428,"4-(4-bromo-2-fluorophenylamino)-n-ethoxy-1,5-dimethyl-6-oxo-1,6-dihydropyridine-3-carboxamide",CCONC(=O)C1=CN(C)C(=O)C(=C1NC2=C(F)C=C(Br)C=C2)C,-3.82,398.232,3.02022,92.8949,24,5,2,8,5,128,2,0,0,2,72.36,True
C-2429,"5,5-diphenylhydantoin-3-methyl  octanoate",CCCCCCCC(=O)OCN1C(=O)NC(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3,-6.52,408.498,4.3432,113.3767,30,4,1,6,10,158,2,1,1,3,75.71,True
C-2438,"4-(4-bromo-2-fluorophenylamino)-5-fluoro-1-methyl-6-oxo-1,6-dihydropyridine-3-carboxylic acid ethoxyamide",CCONC(=O)C1=CN(C)C(=O)C(=C1NC2=CC=C(Br)C=C2F)F,-4.19,402.195,2.8509,88.1159,24,5,2,9,5,128,2,0,0,2,72.36,True
C-2451,"4-(4-bromo-2-fluorophenylamino)-n-(2-hydroxyethoxy)-1,5-dimethyl-6-oxo-1,6-dihydropyridine-3-carboxamide",CN1C=C(C(=O)NOCCO)C(=C(C)C1=O)NC2=C(F)C=C(Br)C=C2,-2.96,414.231,1.99261999999999,94.3066999999999,25,6,3,9,6,134,2,0,0,2,92.59,True
C-2452,2-sulfamoyl-6-(aminoacetamidoacetoxyethoxy)benzothiazole,NCC(=O)NCC(=O)OCCOC1=CC2=C(C=C1)N=C(S2)[S](N)(=O)=O,-1.3,388.427,-1.05939999999999,89.5113,25,9,3,12,8,136,2,0,0,2,163.7,True
C-2468,"2-Amino-2-(4-aminophenyl)-N-[(2R,5S,6S)-3,3-dimethyl-7-oxo-2-(2H-tetrazol-5-yl)-4-thia-1-azabicyclo[3.2.0]hept-6-yl]acetamide",CC1(C)SC2C(NC(=O)C(N)C3=CC=C(N)C=C3)C(=O)N2C1C4=NN=N[NH]4,-1.57,388.457,-0.298499999999999,98.9362,27,8,4,11,4,142,2,2,2,4,155.91,True
C-2469,"2-sulfamoyl-5-pentafluorobenzoylamido-1,3,4-thiadiazole",N[S](=O)(=O)C1=NN=C(NC(=O)C2=C(F)C(=C(F)C(=C2F)F)F)S1,-1.37,374.272,1.13329999999999,65.4673999999999,23,6,2,14,3,124,2,0,0,2,115.04,True
C-2478,prazosin,COC1=CC2=C(C=C1OC)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N,-5.09,383.408,1.78459999999999,103.8789,28,8,1,9,4,146,3,1,1,4,106.95,True
C-2488,n-[(2-methylamino)acetyl]dorzolamide,CCN(C1CC(C)[S](=O)(=O)C2=C1C=C(S2)[S](N)(=O)=O)C(=O)CNC,-1.21,395.528,0.0704000000000011,91.0117,24,7,2,11,5,136,1,0,1,2,126.639999999999,True
C-2493,indapamide;  1-(3-aminosulfonyl-4-chloro)benzoylamino-2-methylindoline,CC1CC2=C(C=CC=C2)N1NC(=O)C3=CC(=C(Cl)C=C3)[S](N)(=O)=O,-3.79,365.842,2.08339999999999,92.3784,24,4,2,8,3,126,2,0,1,3,92.5,True
C-2494,aztreonam,CC1C(NC(=O)C(=N\OC(C)(C)C(O)=O)/C2=CSC(=N2)N)C(=O)N1[S](O)(=O)=O,-1.64,435.44,-1.17249999999999,95.6505,28,10,4,15,7,154,1,1,1,2,201.579999999999,True
C-2498,2-chloro-4-[(4-'acetylpiperazin-1'-yl)acryloyl]phenyl   benzodioxan-6''-yl  sulfide,CC(=O)N1CCN(CC1)C(=O)/C=C/C2=CC(=C(SC3=CC4=C(OCCO4)C=C3)C=C2)Cl,-2.05,458.967,3.9663,120.875,31,5,0,8,4,162,2,1,2,4,59.08,True
C-2502,n4-[2-(nicotinoylamino)pyrimidin-4-yl]sulfanilamide;  2-(nicotinoylamino)-4-(4-sulfamoylphenylamino)pyrimidine,N[S](=O)(=O)C1=CC=C(NC2=NC(=NC=C2)NC(=O)C3=CC=CN=C3)C=C1,-1.27,370.394,1.5149,95.3201,26,7,3,10,5,132,3,0,0,3,139.959999999999,True
C-2503,"amidotrizoic  acid;  diatrizoic acid;  3,5-diacetamido-2,4,6-triiodobenzoic acid",CC(=O)NC1=C(I)C(=C(I)C(=C1I)C(O)=O)NC(C)=O,-2.01,613.915,3.1154,100.1597,20,3,3,9,3,108,1,0,0,1,95.5,True
C-2507,"2,3-dichloro-4,6-disulfamoyl-1-glycylglycylamidobenzene",NCC(=O)NCC(=O)NC1=C(Cl)C(=C(C=C1[S](N)(=O)=O)[S](N)(=O)=O)Cl,-1.23,434.283,-1.69839999999999,89.9022,25,7,5,15,6,140,1,0,0,1,204.54,True
C-2508,minocycline,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=O)C3=C(O)C2(O)C(=O)C(=C1O)C(N)=O)O)N(C)C,-0.94,457.483,0.186600000000001,118.0011,33,9,5,10,3,176,1,0,3,4,164.63,True
C-2510,2-isopropylphenyl  2'-nitro-4'-[(4''-acetylpiperazin-1''-yl)acryloyl]phenyl  sulfide,CC(C)C1=C(SC2=C(C=C(\C=C\C(=O)N3CCN(CC3)C(C)=O)C=C2)[N+]([O-])=O)C=CC=C1,-2.7,453.564,4.5733,125.6184,32,5,0,8,6,168,2,1,1,3,83.7599999999999,True
C-2513,"5-(4-acetylaminobenzenesulfonamido)-1,3,4-thiadiazole-2-sulfonamide",CC(=O)NC1=CC=C(C=C1)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O,-1.62,377.429,-0.0552999999999999,82.8364,23,8,3,13,5,124,2,0,0,2,161.209999999999,True
C-2515,2-chloro-4-[(4'-acetylpiperazin-1'-yl)carbonyl)ethenyl]phenyl  indol-5''-yl  sulfide,CC(=O)N1CCN(CC1)C(=O)/C=C/C2=CC(=C(SC3=CC4=C([NH]C=C4)C=C3)C=C2)Cl,-2.74,439.968,4.6764,121.7417,30,3,1,7,4,154,3,1,1,4,56.41,True
C-2517,nicosulfuron,COC1=NC(=NC(=C1)OC)NC(=O)N[S](=O)(=O)C2=NC=CC=C2C(=O)N(C)C,-3.97,410.412,0.101,96.7307,28,9,2,13,6,150,2,0,0,2,152.709999999999,True
C-2521,diltiazem,COC1=CC=C(C=C1)C2SC3=CC=CC=C3N(CCN(C)C)C(=O)C2OC(C)=O,-2.95,414.527,3.3685,114.495,29,6,0,7,6,154,2,0,1,3,59.08,True
C-2527,tenoxicam,CN1C(=C(O)C2=C(C=CS2)[S]1(=O)=O)C(=O)NC3=NC=CC=C3,-3.88,337.381999999999,1.6425,81.6833,22,6,2,9,2,114,2,0,1,3,99.6,True
C-2528,"n1-(2-sulfamoyl-1,3,4-thiadiazol-5-yl)-n4-(glycyl)sulfanilamide",NCC(=O)NC1=CC=C(C=C1)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O,-1.19,392.444,-1.11649999999999,86.2168,24,9,4,14,6,130,2,0,0,2,187.23,True
C-2534,"2-sulfamoyl-4-methyl-5-(4-acetamidobenzenesulfonylimido)-1,3,4-thiadiazoline; 5-(4-acetylaminobenzenesulfonylimido)-4-methyl-delta2-1,3,4-thiadiazoline-2-sulfonamide",CN1N=C(SC1=N[S](=O)(=O)C2=CC=C(NC(C)=O)C=C2)[S](N)(=O)=O,-1.69,391.456,-0.622999999999998,85.9527,24,8,2,13,4,130,2,0,0,2,153.579999999999,True
C-2537,valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C2=C(C=CC=C2)C3=NN=N[NH]3)C(C(C)C)C(O)=O,-4.2,435.528,4.1617,121.3865,32,5,2,8,10,168,3,0,0,3,112.07,True
C-2544,cefazolin,CC1=NN=C(SCC2=C(N3C(SC2)C(NC(=O)C[N]4C=NN=N4)C3=O)C(O)=O)S1,-2.62,454.519,-0.636079999999999,102.8715,29,12,2,15,7,152,2,1,2,4,156.089999999999,True
C-2545,phenyl-kni-727,CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC2=CC=CC=C2)NC(=O)C3=CC=CC=C3,-3.62,497.661,2.9834,138.915699999999,35,5,3,8,7,188,2,1,1,3,98.74,True
C-2547,cefamandole,C[N]1N=NN=C1SCC2=C(N3C(SC2)C(NC(=O)C(O)C4=CC=CC=C4)C3=O)C(O)=O,-0.14,462.513,-0.2256,110.6083,31,10,3,13,7,162,2,1,2,4,150.54,True
C-2550,benzyl-kni-727,CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC2=CC=CC=C2)NC(=O)CC3=CC=CC=C3,-3.72,511.688,2.9123,143.296199999999,36,5,3,8,8,194,2,1,1,3,98.74,True
C-2552,4-tolyl-kni-727,CC1=CC=C(C=C1)C(=O)NC(CC2=CC=CC=C2)C(O)C(=O)N3CSC(C)(C)C3C(=O)NC(C)(C)C,-4.11,511.688,3.29182,143.652699999999,36,5,3,8,7,194,2,1,1,3,98.74,True
C-2553,folic  acid,NC1=NC(=O)C2=C(N1)N=CC(=N2)CNC3=CC=C(C=C3)C(=O)NC(CCC(O)=O)C(O)=O,-5.44,441.404,-0.0448000000000007,111.8946,32,9,6,13,9,166,3,0,0,3,213.279999999999,True
C-2558,"2,6-demethyl-kni-727",CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC2=CC=CC=C2)NC(=O)COC3=CC=CC=C3,-3.83,527.687,2.7486,145.087199999999,37,6,3,9,9,200,2,1,1,3,107.97,True
C-2560,4-chlorophenyl-kni-727,CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC2=CC=CC=C2)NC(=O)C3=CC=C(Cl)C=C3,-4.28,532.106,3.6368,143.925699999999,36,5,3,9,7,194,2,1,1,3,98.74,True
C-2562,4-methoxyphenylkni-727,COC1=CC=C(C=C1)C(=O)NC(CC2=CC=CC=C2)C(O)C(=O)N3CSC(C)(C)C3C(=O)NC(C)(C)C,-4.11,527.687,2.992,145.467699999999,37,6,3,9,8,200,2,1,1,3,107.97,True
C-2563,"2-(n4-glycylglycylsulfanilamido)-1,3,4-thiadiazole-5-sulfonamide",NCC(=O)NCC(=O)NC1=CC=C(C=C1)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O,-1.29,449.496,-2.00029999999999,99.2265,28,10,5,16,8,152,2,0,0,2,216.329999999999,True
C-2565,kni-727,CC1=C(OCC(=O)NC(CC2=CC=CC=C2)C(O)C(=O)N3CSC(C)(C)C3C(=O)NC(C)(C)C)C(=CC=C1)C,-5.01,555.741,3.36544,154.561199999999,39,6,3,9,9,212,2,1,1,3,107.97,True
C-2567,4-nitrophenyl-kni-727,CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC2=CC=CC=C2)NC(=O)C3=CC=C(C=C3)[N+]([O-])=O,-3.98,542.658,2.8916,145.570099999999,38,7,3,11,8,204,2,1,1,3,141.88,True
C-2571,chlorfluazuron;  atabron,FC1=CC=CC(=C1C(=O)NC(=O)NC2=CC(=C(OC3=C(Cl)C=C(C=N3)C(F)(F)F)C(=C2)Cl)Cl)F,-8.65,540.659,7.093,113.6279,34,4,2,14,4,178,3,0,0,3,80.32,True
C-2576,lasinavir,COCCNC(=O)C(NC(=O)C(CC(O)C(CC1=CC=CC=C1)NC(=O)OC(C)(C)C)CC2=CC(=C(OC)C(=C2)OC)OC)C(C)C,-4.0,659.821,3.6615,178.873899999999,47,9,4,12,18,262,2,0,0,2,153.68,True
C-2580,dihydroergocristine,CC(C)C1(NC(=O)C2CC3C(CC4=C[NH]C5=C4C3=CC=C5)N(C)C2)OC6(O)C7CCCN7C(=O)C(CC8=CC=CC=C8)N6C1=O,-5.27,611.743,2.7172,166.530199999999,45,6,3,10,5,236,3,4,5,8,118.21,True
C-2584,boc-phe-is-sta-leu-nh(ch2)3n(ch2ch2oh)2 (analog 22),CC(C)CC(NC(=O)C(CC1=C[NH]C=N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NCCCN(CCO)CCO,-2.37,817.041999999999,1.1787,219.159599999999,58,11,9,17,26,326,2,0,0,2,247.339999999999,True
C-2585,"boc-phe-his-sta-leu-nh-ch2ch2-ch(nh2)-cooh, analog 16)",CC(C)CC(NC(=O)C(CC1=C[NH]C=N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NCCC(N)C(O)=O,-2.22,772.944999999999,1.304,204.159199999999,55,10,9,17,22,306,2,0,0,2,266.96,True
C-2586,kni-272;  kynostatin,CSCC(NC(=O)COC1=CC=CC2=C1C=CN=C2)C(=O)NC(CC3=CC=CC=C3)C(O)C(=O)N4CSCC4C(=O)NC(C)(C)C,-3.95,667.854,2.36599999999999,181.488899999999,46,9,4,13,13,246,3,1,1,4,149.96,True
C-2588,boc-phe-his-sta-leu-nhch2-4-pyridyl (analog 5),CC(C)CC(NC(=O)C(CC1=C[NH]C=N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NCC3=CC=NC=C3,-3.36,762.952999999999,3.0972,207.004999999999,55,9,7,15,20,300,3,0,0,3,216.529999999999,True
C-2589,boc-phe-his-sta-leu-nh2-2-pyridyl (analog 4),CC(C)CC(NC(=O)C(CC1=C[NH]C=N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NCC3=CC=CC=N3,-3.42,762.952999999999,3.0972,207.004999999999,55,9,7,15,20,300,3,0,0,3,216.529999999999,True
C-2590,boc-phe-his-sta-leu-nh-ch2-4-pyridyl-n-oxide;  (analog 7),CC(C)CC(NC(=O)C(CC1=C[NH]C=N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NCC3=CC=[N+]([O-])C=C3,-2.38,778.951999999999,2.3356,208.169999999999,56,9,7,16,20,306,3,0,0,3,230.579999999999,True
C-2591,"boc-phe-his-sta-leu-nhch2-ph--3-ch2nh2, analog 11",CC(C)CC(NC(=O)C(CC1=C[NH]C=N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NCC3=CC=CC(=C3)CN,-2.85,791.006999999999,3.1609,217.101399999999,57,9,8,15,21,312,3,0,0,3,229.66,True
C-2592,boc-phe-his-sta-leu-nh-ch2-ch(nh2)-2-pyridyl;  (analog 8),CC(C)CC(NC(=O)C(CC1=C[NH]C=N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NCC(N)C3=CC=CC=N3,-3.4,791.994999999999,2.597,215.096399999999,57,10,8,16,21,312,3,0,0,3,242.55,True
C-2593,iodipamide;  adipiodone,OC(=O)C1=C(I)C(=C(I)C=C1I)NC(=O)CCCCC(=O)NC2=C(I)C=C(I)C(=C2I)C(O)=O,-3.39,1139.76399999999,6.8482,178.831999999999,34,4,4,14,9,182,2,0,0,2,132.8,True
C-2594,boc-phe-his-achpa-leu-nh-ch2-ph-3-ch2-nh2 (analog 12),CC(C)CC(NC(=O)CC(O)C(CC1CCCCC1)NC(=O)C(CC2=C[NH]C=N2)NC(=O)C(CC3=CC=CC=C3)NC(=O)OC(C)(C)C)C(=O)NCC4=CC=CC(=C4)CN,-4.7,831.071999999999,4.0852,228.838399999999,60,9,8,15,21,328,3,1,1,4,229.66,True
C-2595,"boc-phe-his-sta-leu-nh-chph-cooh, analog 18",CC(C)CC(NC(=O)C(CC1=C[NH]C=N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NC(C(O)=O)C3=CC=CC=C3,-3.13,805.974,3.3279,215.882799999999,58,9,8,16,21,316,3,0,0,3,240.939999999999,True
C-2596,"l-365,209, analog 2;  (cyclic hexapeptide)",CCC(C)C1NC(=O)C(CC2=CC=CC=C2)NC(=O)C3CCCN3C(=O)C(CC4=CC=CC=C4)N(C)C(=O)C5CCCCN5C(=O)C6CCCCN6C1=O,-5.57,740.945999999999,3.0813,203.605399999999,54,6,2,12,6,290,2,4,4,6,139.44,True
